3.00000e+00, 4.05894e+00, 1.11756e+01
3.01000e+00, 4.05995e+00, 1.12080e+01
3.02000e+00, 4.06095e+00, 1.12404e+01
3.03000e+00, 4.06193e+00, 1.12729e+01
3.04000e+00, 4.06289e+00, 1.13054e+01
3.05000e+00, 4.06384e+00, 1.13380e+01
3.06000e+00, 4.06477e+00, 1.13706e+01
3.07000e+00, 4.06569e+00, 1.14032e+01
3.08000e+00, 4.06659e+00, 1.14359e+01
3.09000e+00, 4.06748e+00, 1.14686e+01
3.10000e+00, 4.06836e+00, 1.15014e+01
3.11000e+00, 4.06922e+00, 1.15342e+01
3.12000e+00, 4.07007e+00, 1.15670e+01
3.13000e+00, 4.07091e+00, 1.15999e+01
3.14000e+00, 4.07174e+00, 1.16328e+01
3.15000e+00, 4.07256e+00, 1.16657e+01
3.16000e+00, 4.07337e+00, 1.16987e+01
3.17000e+00, 4.07417e+00, 1.17318e+01
3.18000e+00, 4.07496e+00, 1.17648e+01
3.19000e+00, 4.07574e+00, 1.17980e+01
3.20000e+00, 4.07652e+00, 1.18311e+01
3.21000e+00, 4.07728e+00, 1.18643e+01
3.22000e+00, 4.07804e+00, 1.18975e+01
3.23000e+00, 4.07879e+00, 1.19308e+01
3.24000e+00, 4.07953e+00, 1.19641e+01
3.25000e+00, 4.08027e+00, 1.19974e+01
3.26000e+00, 4.08101e+00, 1.20308e+01
3.27000e+00, 4.08173e+00, 1.20642e+01
3.28000e+00, 4.08246e+00, 1.20977e+01
3.29000e+00, 4.08317e+00, 1.21312e+01
3.30000e+00, 4.08389e+00, 1.21647e+01
3.31000e+00, 4.08460e+00, 1.21983e+01
3.32000e+00, 4.08531e+00, 1.22319e+01
3.33000e+00, 4.08601e+00, 1.22655e+01
3.34000e+00, 4.08671e+00, 1.22992e+01
3.35000e+00, 4.08741e+00, 1.23329e+01
3.36000e+00, 4.08811e+00, 1.23667e+01
3.37000e+00, 4.08881e+00, 1.24005e+01
3.38000e+00, 4.08951e+00, 1.24343e+01
3.39000e+00, 4.09020e+00, 1.24682e+01
3.40000e+00, 4.09090e+00, 1.25021e+01
3.41000e+00, 4.09160e+00, 1.25360e+01
3.42000e+00, 4.09230e+00, 1.25700e+01
3.43000e+00, 4.09300e+00, 1.26040e+01
3.44000e+00, 4.09370e+00, 1.26380e+01
3.45000e+00, 4.09440e+00, 1.26721e+01
3.46000e+00, 4.09510e+00, 1.27062e+01
3.47000e+00, 4.09581e+00, 1.27404e+01
3.48000e+00, 4.09652e+00, 1.27746e+01
3.49000e+00, 4.09723e+00, 1.28088e+01
3.50000e+00, 4.09795e+00, 1.28431e+01
3.51000e+00, 4.09867e+00, 1.28774e+01
3.52000e+00, 4.09939e+00, 1.29117e+01
3.53000e+00, 4.10012e+00, 1.29460e+01
3.54000e+00, 4.10086e+00, 1.29804e+01
3.55000e+00, 4.10160e+00, 1.30149e+01
3.56000e+00, 4.10234e+00, 1.30493e+01
3.57000e+00, 4.10309e+00, 1.30838e+01
3.58000e+00, 4.10385e+00, 1.31184e+01
3.59000e+00, 4.10461e+00, 1.31529e+01
3.60000e+00, 4.10538e+00, 1.31875e+01
3.61000e+00, 4.10616e+00, 1.32222e+01
3.62000e+00, 4.10694e+00, 1.32568e+01
3.63000e+00, 4.10773e+00, 1.32915e+01
3.64000e+00, 4.10853e+00, 1.33263e+01
3.65000e+00, 4.10934e+00, 1.33610e+01
3.66000e+00, 4.11016e+00, 1.33958e+01
3.67000e+00, 4.11098e+00, 1.34307e+01
3.68000e+00, 4.11182e+00, 1.34655e+01
3.69000e+00, 4.11266e+00, 1.35004e+01
3.70000e+00, 4.11351e+00, 1.35353e+01
3.71000e+00, 4.11437e+00, 1.35703e+01
3.72000e+00, 4.11525e+00, 1.36053e+01
3.73000e+00, 4.11613e+00, 1.36403e+01
3.74000e+00, 4.11702e+00, 1.36754e+01
3.75000e+00, 4.11793e+00, 1.37104e+01
3.76000e+00, 4.11884e+00, 1.37455e+01
3.77000e+00, 4.11977e+00, 1.37807e+01
3.78000e+00, 4.12070e+00, 1.38159e+01
3.79000e+00, 4.12165e+00, 1.38511e+01
3.80000e+00, 4.12262e+00, 1.38863e+01
3.81000e+00, 4.12359e+00, 1.39215e+01
3.82000e+00, 4.12458e+00, 1.39568e+01
3.83000e+00, 4.12557e+00, 1.39922e+01
3.84000e+00, 4.12659e+00, 1.40275e+01
3.85000e+00, 4.12761e+00, 1.40629e+01
3.86000e+00, 4.12865e+00, 1.40983e+01
3.87000e+00, 4.12970e+00, 1.41337e+01
3.88000e+00, 4.13076e+00, 1.41692e+01
3.89000e+00, 4.13184e+00, 1.42047e+01
3.90000e+00, 4.13294e+00, 1.42402e+01
3.91000e+00, 4.13404e+00, 1.42757e+01
3.92000e+00, 4.13517e+00, 1.43113e+01
